proveedor_top,PC1,PC2,varianza_explicada_PC1,varianza_explicada_PC2
AT&T,-2.2066351632979444,0.09474059120410137,0.5511037070990524,0.2406876154032605
IZZI,1.116296695346758,0.28823679745640607,0.5511037070990524,0.2406876154032605
MEGACABLE,3.068080357599085,-0.631545613537368,0.5511037070990524,0.2406876154032605
MOVISTAR,-1.2682260391638134,0.3919473181957016,0.5511037070990524,0.2406876154032605
TELCEL,-1.6645799855042285,-2.255991072224829,0.5511037070990524,0.2406876154032605
TELMEX,-0.7019983466748605,2.0915090248575336,0.5511037070990524,0.2406876154032605
TOTALPLAY,1.6570624816950041,0.021102954048454598,0.5511037070990524,0.2406876154032605
