proveedor_top,AT&T,IZZI,MEGACABLE,MOVISTAR,TELCEL,TELMEX,TOTALPLAY
AT&T,0.0,6.050362470821173,9.240578596162768,4.618741134677313,10.883885145505545,8.094195939873153,6.096691848563086
IZZI,6.050362470821173,0.0,3.32719809889627,4.215534614743584,10.629607765252693,5.761797411475823,0.9998543664613134
MEGACABLE,9.240578596162768,3.32719809889627,0.0,5.97435269350035,11.566534002681411,6.468101794706987,3.1438867475996837
MOVISTAR,4.618741134677313,4.215534614743584,5.97435269350035,0.0,7.437074227142007,6.950051620482437,5.022542504085996
TELCEL,10.883885145505545,10.629607765252693,11.566534002681411,7.437074227142007,0.0,13.912052665210242,10.614723813267057
TELMEX,8.094195939873153,5.761797411475823,6.468101794706987,6.950051620482437,13.912052665210242,0.0,5.713392776451227
TOTALPLAY,6.096691848563086,0.9998543664613134,3.1438867475996837,5.022542504085996,10.614723813267057,5.713392776451227,0.0
